chr	start	end
chr12	98910553	98911053
chr12	98986694	98987194
chr12	99139387	99139887
chr12	100966794	100967294
chr12	101110364	101110864
chr12	101603888	101604388
chr12	102036254	102036754
chr12	103218121	103218621
chr12	103695591	103696091
chr12	104235274	104235774
chr12	104322518	104323018
chr12	104609898	104610398
chr12	104696849	104697349
chr12	104852754	104853254
chr12	105352574	105353074
chr12	105477590	105478090
chr12	106978913	106979413
chr12	107348653	107349153
chr12	107711604	107712104
chr12	108239438	108239938
chr12	109162409	109162909
chr12	109250206	109250706
chr12	109548900	109549400
chr12	109729573	109730073
chr12	110154048	110154548
chr12	111128612	111129112
chr12	111181507	111182007
chr12	111475062	111475562
chr12	111840939	111841439
chr12	112449906	112450406
chr12	112818540	112819040
chr12	113013100	113013600
chr12	113515665	113516165
chr12	113530915	113531415
chr12	113541698	113542198
chr12	113592307	113592807
chr12	113795718	113796218
chr12	113906751	113907251
chr12	114842313	114842813
chr12	114851958	114852458
chr12	114882644	114883144
chr12	115102688	115103188
chr12	115124275	115124775
chr12	115130009	115130509
chr12	115135426	115135926
chr12	115173115	115173615
chr12	116944196	116944696
chr12	117174624	117175124
chr12	117256532	117257032
chr12	117626651	117627151
chr12	117797077	117797577
chr12	118572731	118573231
chr12	119212111	119212611
chr12	119419092	119419592
chr12	119772354	119772854
chr12	120107003	120107503
chr12	120127474	120127974
chr12	120241922	120242422
chr12	120525187	120525687
chr12	120553663	120554163
chr12	120799373	120799873
chr12	120835587	120836087
chr12	120886548	120887048
chr12	121162973	121163473
chr12	121648706	121649206
chr12	121735546	121736046
chr12	121836881	121837381
chr12	121891224	121891724
chr12	121903964	121904464
chr12	121974029	121974529
chr12	122018671	122019171
chr12	122230904	122231404
chr12	122277802	122278302
chr12	122356316	122356816
chr12	122515694	122516194
chr12	122709555	122710055
chr12	123009262	123009762
chr12	123469054	123469554
chr12	123757550	123758050
chr12	123867768	123868268
chr12	124196147	124196647
chr12	124247025	124247525
chr12	124458574	124459074
chr12	124779106	124779606
chr12	124822020	124822520
chr12	124911744	124912244
chr12	124941315	124941815
chr12	124950706	124951206
chr12	125002007	125002507
chr12	125028133	125028633
chr12	125039120	125039620
chr12	125412892	125413392
chr12	125670118	125670618
chr12	126018101	126018601
chr12	126345900	126346400
chr12	126675562	126676062
chr12	127211279	127211779
chr12	129280257	129280757
chr12	129308948	129309448
chr12	130388610	130389110
chr12	130526916	130527416
chr12	130648328	130648828
chr12	130821361	130821861
chr12	131303094	131303594
chr12	131322704	131323204
chr12	131355595	131356095
chr12	131515268	131515768
chr12	132310440	132310940
chr12	132334378	132334878
chr12	132412839	132413339
chr12	132433353	132433853
chr12	132673494	132673994
chr12	132845539	132846039
chr12	132853944	132854444
chr12	132864968	132865468
chr12	132899800	132900300
chr12	132920118	132920618
chr12	133065344	133065844
chr12	133102169	133102669
chr12	133127660	133128160
chr12	133135397	133135897
chr12	133185238	133185738
chr12	133196369	133196869
chr12	133286261	133286761
chr12	133338988	133339488
chr12	133349164	133349664
chr12	133463308	133463808
chr12	133531643	133532143
chr13	19919086	19919586
chr13	20702818	20703318
chr13	20716138	20716638
chr13	20768209	20768709
chr13	20805517	20806017
chr13	20875519	20876019
chr13	20989008	20989508
chr13	21296112	21296612
chr13	21520329	21520829
chr13	21893157	21893657
chr13	21899926	21900426
chr13	22246760	22247260
chr13	23500590	23501090
chr13	24121204	24121704
chr13	24902293	24902793
chr13	25320169	25320669
chr13	25506114	25506614
chr13	25743999	25744499
chr13	25874995	25875495
chr13	26043194	26043694
chr13	26586288	26586788
chr13	27999087	27999587
chr13	28368744	28369244
chr13	28502489	28502989
chr13	28526756	28527256
chr13	28544357	28544857
chr13	28553340	28553840
chr13	29069789	29070289
chr13	30088559	30089059
chr13	30982288	30982788
chr13	30995186	30995686
chr13	31019861	31020361
chr13	31249189	31249689
chr13	31377146	31377646
chr13	31480773	31481273
chr13	32605321	32605821
chr13	32888925	32889425
chr13	33000750	33001250
chr13	33923931	33924431
chr13	36050845	36051345
chr13	36728963	36729463
chr13	36919238	36919738
chr13	37006582	37007082
chr13	41109490	41109990
chr13	41238001	41238501
chr13	41363936	41364436
chr13	42615679	42616179
chr13	44454208	44454708
chr13	45990975	45991475
chr13	46037454	46037954
chr13	46627455	46627955
chr13	46961685	46962185
chr13	48575581	48576081
chr13	49105912	49106412
chr13	49792626	49793126
chr13	50266225	50266725
chr13	50701485	50701985
chr13	51417872	51418372
chr13	51796993	51797493
chr13	52769296	52769796
chr13	53312628	53313128
chr13	53423398	53423898
chr13	58207587	58208087
chr13	73634361	73634861
chr13	74706502	74707002
chr13	76211541	76212041
chr13	77461323	77461823
chr13	77599571	77600071
chr13	78492426	78492926
chr13	79168115	79168615
chr13	79182111	79182611
chr13	80911158	80911658
chr13	84453665	84454165
chr13	88329070	88329570
chr13	91827250	91827750
chr13	92051654	92052154
chr13	95354190	95354690
chr13	96205692	96206192
chr13	96293607	96294107
chr13	99127040	99127540
chr13	99737332	99737832
chr13	100310205	100310705
chr13	100547173	100547673
chr13	100608123	100608623
chr13	100641753	100642253
chr13	100649823	100650323
chr13	101185897	101186397
chr13	103047681	103048181
chr13	103424299	103424799
chr13	107145909	107146409
chr13	108517835	108518335
chr13	110433967	110434467
chr13	110521980	110522480
chr13	110918325	110918825
chr13	110958392	110958892
chr13	111039580	111040080
chr13	111164785	111165285
chr13	111296167	111296667
chr13	111329167	111329667
chr13	111363719	111364219
chr13	111718705	111719205
chr13	112062649	112063149
chr13	112628429	112628929
chr13	112725805	112726305
chr13	112761099	112761599
chr13	112815817	112816317
chr13	112985967	112986467
chr13	113242712	113243212
chr13	113383599	113384099
chr13	113427678	113428178
chr13	113474424	113474924
chr13	113540316	113540816
chr13	113654117	113654617
chr13	113672202	113672702
chr13	113676782	113677282
chr13	113732803	113733303
chr13	113763567	113764067
chr13	113784387	113784887
chr13	113807218	113807718
chr13	114017367	114017867
chr13	114202097	114202597
chr13	114220279	114220779
chr13	114259192	114259692
chr13	114461330	114461830
chr13	114497329	114497829
chr13	114523527	114524027
chr13	114750542	114751042
chr13	114802117	114802617
chr13	114814443	114814943
chr13	114837067	114837567
chr13	114875699	114876199
chr13	114896859	114897359
chr13	114927689	114928189
chr13	114965601	114966101
chr13	115045755	115046255
chr14	20903396	20903896
chr14	21094095	21094595
chr14	21101339	21101839
chr14	21439079	21439579
chr14	21493736	21494236
chr14	21536583	21537083
chr14	21560548	21561048
chr14	23235275	23235775
chr14	23291579	23292079
chr14	23305894	23306394
chr14	23356239	23356739
chr14	23387093	23387593
chr14	23426483	23426983
chr14	24045887	24046387
chr14	24457865	24458365
chr14	24550818	24551318
chr14	24601499	24601999
chr14	24641054	24641554
chr14	24712372	24712872
chr14	24785148	24785648
chr14	24801181	24801681
chr14	24808636	24809136
chr14	24835811	24836311
chr14	26674164	26674664
chr14	29237390	29237890
chr14	29254366	29254866
chr14	32671418	32671918
chr14	33401595	33402095
chr14	35590127	35590627
chr14	36982941	36983441
chr14	37053334	37053834
chr14	37135720	37136220
chr14	38067146	38067646
chr14	38080240	38080740
chr14	38680655	38681155
chr14	38723755	38724255
chr14	39735303	39735803
chr14	45432129	45432629
chr14	50051651	50052151
chr14	50233244	50233744
chr14	50698801	50699301
chr14	50779681	50780181
chr14	51027873	51028373
chr14	51410115	51410615
chr14	51560117	51560617
chr14	52735708	52736208
chr14	53257165	53257665
chr14	54423178	54423678
chr14	54430655	54431155
chr14	55765301	55765801
chr14	57263879	57264379
chr14	57855945	57856445
chr14	58862042	58862542
chr14	59103800	59104300
chr14	59932135	59932635
chr14	60794077	60794577
chr14	61103979	61104479
chr14	61108455	61108955
chr14	61122614	61123114
chr14	61789381	61789881
chr14	62217726	62218226
chr14	62229475	62229975
chr14	64805610	64806110
chr14	64972968	64973468
chr14	65007875	65008375
chr14	65068369	65068869
chr14	65171877	65172377
chr14	69095052	69095552
chr14	69256677	69257177
chr14	69282547	69283047
chr14	70014544	70015044
chr14	70040109	70040609
chr14	70512793	70513293
chr14	70653596	70654096
chr14	71277013	71277513
chr14	71373465	71373965
chr14	73361790	73362290
chr14	73524490	73524990
chr14	73703055	73703555
chr14	73712289	73712789
chr14	74036628	74037128
chr14	74058901	74059401
chr14	74100844	74101344
chr14	74179519	74180019
chr14	74185483	74185983
chr14	74252888	74253388
chr14	75077818	75078318
chr14	75535326	75535826
chr14	75746184	75746684
chr14	76045091	76045591
chr14	76597649	76598149
chr14	77227070	77227570
chr14	77491939	77492439
chr14	77591660	77592160
chr14	77965572	77966072
chr14	78108171	78108671
chr14	78447340	78447840
chr14	81421795	81422295
chr14	85996495	85996995
chr14	88458619	88459119
chr14	88788101	88788601
chr14	89018161	89018661
chr14	89259397	89259897
chr14	90167283	90167783
chr14	90422901	90423401
chr14	90862544	90863044
chr14	91738910	91739410
chr14	92414082	92414582
chr14	92503999	92504499
chr14	92980727	92981227
chr14	93153279	93153779
chr14	93579584	93580084
chr14	93650246	93650746
chr14	93672129	93672629
chr14	93797710	93798210
chr14	93896737	93897237
chr14	94253953	94254453
chr14	95239113	95239613
chr14	95330984	95331484
chr14	95826676	95827176
chr14	95982999	95983499
chr14	96180257	96180757
chr14	96857112	96857612
chr14	99584406	99584906
chr14	99712340	99712840
chr14	100126172	100126672
chr14	100204041	100204541
chr14	100611907	100612407
chr14	100624820	100625320
chr14	100773321	100773821
chr14	101003568	101004068
chr14	101012841	101013341
chr14	101035377	101035877
chr14	101052106	101052606
chr14	101175696	101176196
chr14	101924076	101924576
chr14	102027490	102027990
chr14	102053815	102054315
chr14	102094355	102094855
chr14	102172504	102173004
chr14	102226252	102226752
chr14	102554222	102554722
chr14	102780127	102780627
chr14	103373838	103374338
chr14	103390017	103390517
chr14	103394398	103394898
chr14	103541204	103541704
chr14	103568866	103569366
chr14	103605040	103605540
chr14	103673274	103673774
chr14	103740079	103740579
chr14	103799310	103799810
chr14	103989564	103990064
chr14	104094552	104095052
chr14	104165052	104165552
chr14	104183379	104183879
chr14	104205071	104205571
chr14	104584037	104584537
chr14	104625367	104625867
chr14	104638075	104638575
chr14	104800445	104800945
chr14	105115997	105116497
chr14	105126191	105126691
chr14	105154521	105155021
chr14	105169278	105169778
chr14	105189699	105190199
chr14	105239764	105240264
chr14	105398077	105398577
chr14	105444820	105445320
chr14	105499803	105500303
chr14	105554234	105554734
chr14	105715492	105715992
chr14	105783340	105783840
chr14	105851252	105851752
chr14	105877872	105878372
chr14	105952604	105953104
chr14	105996000	105996500
chr14	106321751	106322251
chr15	22095183	22095683
chr15	22832783	22833283
chr15	22980693	22981193
chr15	23032434	23032934
chr15	24123232	24123732
chr15	24346715	24347215
chr15	24672185	24672685
chr15	24722718	24723218
chr15	25018175	25018675
chr15	25123358	25123858
chr15	25200536	25201036
chr15	25960878	25961378
chr15	26107504	26108004
chr15	27016393	27016893
chr15	27111531	27112031
chr15	27215903	27216403
chr15	28342275	28342775
chr15	28352607	28353107
chr15	29396142	29396642
chr15	29967710	29968210
chr15	30261496	30261996
chr15	31689485	31689985
chr15	31775041	31775541
chr15	33009031	33009531
chr15	33603817	33604317
chr15	34394815	34395315
chr15	34787493	34787993
chr15	35046444	35046944
chr15	35838627	35839127
chr15	36871960	36872460
chr15	37171974	37172474
chr15	37179517	37180017
chr15	37394887	37395387
chr15	38543003	38543503
chr15	39872028	39872528
chr15	40545353	40545853
chr15	40572079	40572579
chr15	40615100	40615600
chr15	40698282	40698782
chr15	40803081	40803581
chr15	41046211	41046711
chr15	41135720	41136220
chr15	41218290	41218790
chr15	41575542	41576042
chr15	41694994	41695494
chr15	41787117	41787617
chr15	41794063	41794563
chr15	41803444	41803944
chr15	41952036	41952536
chr15	42119318	42119818
chr15	42866838	42867338
chr15	43029414	43029914
chr15	43477089	43477589
chr15	43938867	43939367
chr15	44068587	44069087
chr15	45409249	45409749
chr15	45670971	45671471
chr15	45927878	45928378
chr15	45996454	45996954
chr15	48470508	48471008
chr15	48621186	48621686
chr15	49254985	49255485
chr15	49268492	49268992
chr15	49338864	49339364
chr15	50473823	50474323
chr15	51634225	51634725
chr15	52042923	52043423
chr15	52264069	52264569
chr15	52404192	52404692
chr15	52472581	52473081
chr15	52820334	52820834
chr15	53086688	53087188
chr15	53097515	53098015
chr15	56656978	56657478
chr15	57025848	57026348
chr15	59157046	59157546
chr15	60690750	60691250
chr15	61521622	61522122
chr15	62457516	62458016
chr15	63245238	63245738
chr15	63795130	63795630
chr15	63892290	63892790
chr15	64455891	64456391
chr15	64995703	64996203
chr15	65068417	65068917
chr15	65204231	65204731
chr15	65647418	65647918
chr15	65689040	65689540
chr15	66546433	66546933
chr15	67135324	67135824
chr15	67325487	67325987
chr15	67835287	67835787
chr15	68122242	68122742
chr15	68131141	68131641
chr15	68260002	68260502
chr15	68851327	68851827
chr15	69744050	69744550
chr15	70877381	70877881
chr15	74218697	74219197
chr15	74290345	74290845
chr15	74425371	74425871
chr15	74726324	74726824
chr15	74906439	74906939
chr15	75019187	75019687
chr15	75251278	75251778
chr15	75288195	75288695
chr15	75470912	75471412
chr15	75639096	75639596
chr15	75940505	75941005
chr15	76195604	76196104
chr15	76352685	76353185
chr15	76634524	76635024
chr15	77906911	77907411
chr15	78110842	78111342
chr15	78370018	78370518
chr15	78557406	78557906
chr15	79575331	79575831
chr15	79725100	79725600
chr15	80216359	80216859
chr15	80543515	80544015
chr15	81291794	81292294
chr15	81410716	81411216
chr15	81426500	81427000
chr15	82335973	82336473
chr15	83315117	83315617
chr15	83348840	83349340
chr15	83734741	83735241
chr15	83776862	83777362
chr15	83877149	83877649
chr15	84323323	84323823
chr15	85177490	85177990
chr15	89312720	89313220
chr15	89455725	89456225
chr15	89632047	89632547
chr15	89786499	89786999
chr15	89904415	89904915
chr15	89910522	89911022
chr15	89921294	89921794
chr15	89952874	89953374
chr15	89959743	89960243
chr15	90029932	90030432
chr15	90357403	90357903
chr15	90455563	90456063
chr15	90545911	90546411
chr15	90610401	90610901
chr15	90644499	90644999
chr15	91207820	91208320
chr15	91499495	91499995
chr15	93614623	93615123
chr15	93652756	93653256
chr15	95388502	95389002
chr15	96866382	96866882
chr15	96877409	96877909
chr15	96887442	96887942
chr15	96906307	96906807
chr15	96910816	96911316
chr15	96952048	96952548
chr15	96959342	96959842
chr15	98196022	98196522
chr15	99090856	99091356
chr15	99194447	99194947
chr15	99646531	99647031
chr15	101389233	101389733
chr15	101420762	101421262
chr15	101548176	101548676
chr15	101833444	101833944
chr15	102286187	102286687
chr15	102304712	102305212
chr16	72844	73344
chr16	319618	320118
chr16	334298	334798
chr16	340582	341082
chr16	374733	375233
chr16	411985	412485
chr16	433361	433861
chr16	450661	451161
chr16	474423	474923
chr16	591068	591568
chr16	630464	630964
chr16	666537	667037
chr16	701598	702098
chr16	710566	711066
chr16	744439	744939
chr16	756899	757399
chr16	778637	779137
chr16	832828	833328
chr16	856842	857342
chr16	867279	867779
chr16	875399	875899
chr16	902645	903145
chr16	962215	962715
chr16	1014836	1015336
chr16	1019720	1020220
chr16	1033379	1033879
chr16	1069795	1070295
chr16	1131224	1131724
chr16	1138233	1138733
chr16	1153413	1153913
chr16	1210022	1210522
chr16	1244670	1245170
chr16	1311505	1312005
chr16	1397545	1398045
chr16	1415893	1416393
chr16	1539426	1539926
chr16	1584310	1584810
chr16	1704367	1704867
chr16	1818053	1818553
chr16	1838722	1839222
chr16	1875614	1876114
chr16	1980096	1980596
chr16	2030165	2030665
chr16	2041535	2042035
chr16	2089421	2089921
chr16	2105015	2105515
chr16	2197956	2198456
chr16	2234580	2235080
chr16	2265413	2265913
chr16	2287617	2288117
chr16	2318946	2319446
chr16	2522108	2522608
chr16	2546265	2546765
chr16	2635635	2636135
chr16	2765620	2766120
chr16	2835564	2836064
chr16	2892580	2893080
chr16	2933768	2934268
chr16	3011017	3011517
chr16	3174854	3175354
chr16	3202153	3202653
chr16	3211098	3211598
chr16	3220939	3221439
chr16	3233836	3234336
chr16	3313447	3313947
chr16	3333973	3334473
chr16	3639593	3640093
chr16	3662621	3663121
chr16	3766478	3766978
chr16	4234246	4234746
chr16	4357053	4357553
chr16	4587337	4587837
chr16	4701720	4702220
chr16	4729763	4730263
chr16	4802410	4802910
chr16	4985668	4986168
chr16	5082745	5083245
chr16	6070415	6070915
chr16	6533520	6534020
chr16	9055873	9056373
chr16	9187147	9187647
chr16	11327009	11327509
chr16	11680009	11680509
chr16	11762860	11763360
chr16	12210656	12211156
chr16	12896866	12897366
chr16	14380325	14380825
chr16	15527851	15528351
chr16	19126137	19126637
chr16	19194884	19195384
chr16	19535982	19536482
chr16	19896966	19897466
chr16	20085708	20086208
chr16	20360268	20360768
chr16	20753147	20753647
chr16	23159467	23159967
chr16	23690392	23690892
chr16	23766470	23766970
chr16	27279387	27279887
chr16	28874166	28874666
chr16	28935554	28936054
chr16	29086221	29086721
chr16	29168399	29168899
chr16	29623388	29623888
chr16	29675846	29676346
chr16	29796362	29796862
chr16	29801197	29801697
chr16	29818748	29819248
chr16	29938039	29938539
chr16	29984665	29985165
chr16	30023152	30023652
chr16	30193748	30194248
chr16	30405791	30406291
chr16	30457231	30457731
chr16	30485383	30485883
chr16	30572443	30572943
chr16	30597466	30597966
chr16	30615778	30616278
chr16	30620501	30621001
chr16	30645193	30645693
chr16	30671608	30672108
chr16	30774031	30774531
chr16	30817295	30817795
chr16	30913856	30914356
chr16	30959631	30960131
chr16	31008833	31009333
chr16	31053480	31053980
chr16	31104952	31105452
chr16	31120102	31120602
chr16	31127300	31127800
chr16	31159577	31160077
chr16	31193321	31193821
chr16	31214067	31214567
chr16	31483777	31484277
chr16	31580071	31580571
chr16	31830661	31831161
chr16	46918850	46919350
chr16	48845052	48845552
chr16	49312124	49312624
chr16	49498890	49499390
chr16	49526249	49526749
chr16	49732349	49732849
chr16	49910210	49910710
chr16	50278729	50279229
chr16	50582976	50583476
chr16	50875064	50875564
chr16	51147491	51147991
chr16	51168267	51168767
chr16	51190200	51190700
chr16	53163501	53164001
chr16	54325603	54326103
chr16	54968923	54969423
chr16	55363022	55363522
chr16	55690599	55691099
chr16	55866148	55866648
chr16	56227732	56228232
chr16	56484366	56484866
chr16	56623569	56624069
chr16	56650982	56651482
chr16	56669446	56669946
chr16	56677121	56677621
chr16	56696893	56697393
chr16	56701864	56702364
chr16	56710178	56710678
chr16	56965235	56965735
chr16	57023691	57024191
chr16	57125545	57126045
chr16	57570849	57571349
chr16	57836456	57836956
chr16	57917882	57918382
chr16	58058213	58058713
chr16	58535041	58535541
chr16	58550028	58550528
chr16	58766948	58767448
chr16	62069622	62070122
chr16	65154157	65154657
chr16	66462004	66462504
chr16	66612750	66613250
chr16	66969030	66969530
chr16	66982435	66982935
chr16	67034971	67035471
chr16	67197709	67198209
chr16	67208209	67208709
chr16	67283024	67283524
chr16	67427785	67428285
chr16	67515899	67516399
chr16	67562076	67562576
chr16	67570753	67571253
chr16	67682593	67683093
chr16	67695952	67696452
chr16	67701010	67701510
chr16	68001417	68001917
chr16	68118065	68118565
chr16	68269011	68269511
chr16	68543926	68544426
chr16	68562760	68563260
chr16	68676451	68676951
chr16	69141629	69142129
chr16	69343138	69343638
chr16	69760294	69760794
chr16	70720115	70720615
chr16	72041348	72041848
chr16	72821141	72821641
chr16	73100889	73101389
chr16	74401047	74401547
chr16	75263496	75263996
chr16	75269029	75269529
chr16	75528625	75529125
chr16	75599507	75600007
chr16	80966453	80966953
chr16	81039135	81039635
chr16	82044887	82045387
chr16	84085867	84086367
chr16	84179001	84179501
chr16	84219697	84220197
chr16	84327520	84328020
chr16	84401458	84401958
chr16	84539885	84540385
chr16	84649961	84650461
chr16	84682761	84683261
chr16	84690433	84690933
chr16	85063683	85064183
chr16	85205391	85205891
chr16	85320250	85320750
chr16	85394177	85394677
chr16	85407315	85407815
chr16	85721710	85722210
chr16	85783863	85784363
chr16	85831921	85832421
chr16	85863382	85863882
chr16	85981153	85981653
chr16	86319676	86320176
chr16	86527772	86528272
chr16	86549119	86549619
chr16	86613389	86613889
chr16	86912404	86912904
chr16	86965272	86965772
chr16	87250098	87250598
chr16	87366535	87367035
chr16	87415084	87415584
chr16	87511360	87511860
chr16	87638007	87638507
chr16	87738653	87739153
chr16	87982902	87983402
chr16	87990288	87990788
chr16	88106974	88107474
chr16	88134541	88135041
chr16	88152496	88152996
chr16	88455290	88455790
chr16	88503702	88504202
chr16	88518730	88519230
chr16	88557855	88558355
chr16	88590205	88590705
chr16	88700456	88700956
chr16	88706212	88706712
chr16	88716990	88717490
chr16	88747748	88748248
chr16	88765111	88765611
chr16	88803803	88804303
chr16	88837113	88837613
chr16	88850205	88850705
chr16	88907176	88907676
chr16	88937056	88937556
chr16	88949428	88949928
chr16	88994638	88995138
chr16	89002163	89002663
chr16	89005835	89006335
chr16	89033530	89034030
chr16	89069595	89070095
chr16	89119530	89120030
chr16	89138510	89139010
chr16	89169617	89170117
chr16	89299775	89300275
chr16	89314464	89314964
chr16	89321281	89321781
chr16	89354029	89354529
chr16	89486261	89486761
chr16	89628145	89628645
chr16	89632593	89633093
chr16	89641054	89641554
chr16	89723193	89723693
chr16	89763017	89763517
chr16	89786338	89786838
chr16	89883393	89883893
chr16	89899995	89900495
chr16	89938933	89939433
chr16	90015751	90016251
chr16	90089110	90089610
chr17	84510	85010
chr17	157463	157963
chr17	185576	186076
chr17	618756	619256
chr17	706320	706820
chr17	746118	746618
chr17	934027	934527
chr17	982009	982509
chr17	1011845	1012345
chr17	1026545	1027045
chr17	1133378	1133878
chr17	1172909	1173409
chr17	1359889	1360389
chr17	1389687	1390187
chr17	1811073	1811573
chr17	1880790	1881290
chr17	1926552	1927052
chr17	1961920	1962420
chr17	2295423	2295923
chr17	2615321	2615821
chr17	2658186	2658686
chr17	2952478	2952978
chr17	3289863	3290363
chr17	3658427	3658927
chr17	3769664	3770164
chr17	3848303	3848803
chr17	3907879	3908379
chr17	4048293	4048793
chr17	4270126	4270626
chr17	4498422	4498922
chr17	4642039	4642539
chr17	4689197	4689697
chr17	4803266	4803766
chr17	4849943	4850443
chr17	5000370	5000870
chr17	5018206	5018706
chr17	5025799	5026299
chr17	5403632	5404132
chr17	6347966	6348466
chr17	6358415	6358915
chr17	6557833	6558333
chr17	6898821	6899321
chr17	6916825	6917325
chr17	6926401	6926901
chr17	6939638	6940138
chr17	6945390	6945890
chr17	7107305	7107805
chr17	7165286	7165786
chr17	7185525	7186025
chr17	7197098	7197598
chr17	7253299	7253799
chr17	7286724	7287224
chr17	7297005	7297505
chr17	7339809	7340309
chr17	7349775	7350275
chr17	7368924	7369424
chr17	7381267	7381767
chr17	7452651	7453151
chr17	7463667	7464167
chr17	7492315	7492815
chr17	7588791	7589291
chr17	7758919	7759419
chr17	7819439	7819939
chr17	7826128	7826628
chr17	7833033	7833533
chr17	7906928	7907428
chr17	8012975	8013475
chr17	8020051	8020551
chr17	8054551	8055051
chr17	8123705	8124205
chr17	8192365	8192865
chr17	8532505	8533005
chr17	8648504	8649004
chr17	8701843	8702343
chr17	8868470	8868970
chr17	8907737	8908237
chr17	8926668	8927168
chr17	9018997	9019497
chr17	9065653	9066153
chr17	9480008	9480508
chr17	9549890	9550390
chr17	12568168	12568668
chr17	12877271	12877771
chr17	14206580	14207080
chr17	14212864	14213364
chr17	15686219	15686719
chr17	15820621	15821121
chr17	15849258	15849758
chr17	16472575	16473075
chr17	16569939	16570439
chr17	17109772	17110272
chr17	17465136	17465636
chr17	17597325	17597825
chr17	17626106	17626606
chr17	17685017	17685517
chr17	17696211	17696711
chr17	18150280	18150780
chr17	18162212	18162712
chr17	18265923	18266423
chr17	18906910	18907410
chr17	19282001	19282501
chr17	19411596	19412096
chr17	19435789	19436289
chr17	19482806	19483306
chr17	19627878	19628378
chr17	19648140	19648640
chr17	19771307	19771807
chr17	19881677	19882177
chr17	20058529	20059029
chr17	20687570	20688070
chr17	20744131	20744631
chr17	20811249	20811749
chr17	21219992	21220492
chr17	21281007	21281507
chr17	21355955	21356455
chr17	21367115	21367615
chr17	25675805	25676305
chr17	25782600	25783100
chr17	26577994	26578494
chr17	26633895	26634395
chr17	26696360	26696860
chr17	26711726	26712226
chr17	26731676	26732176
chr17	27039085	27039585
chr17	27044669	27045169
chr17	27312970	27313470
chr17	27493204	27493704
chr17	27716136	27716636
chr17	27901587	27902087
chr17	27917219	27917719
chr17	27942799	27943299
chr17	27949930	27950430
chr17	28087528	28088028
chr17	28561888	28562388
chr17	28705364	28705864
chr17	29057909	29058409
chr17	29234260	29234760
chr17	29249848	29250348
chr17	29298547	29299047
chr17	29335898	29336398
chr17	29719231	29719731
chr17	30592199	30592699
chr17	30814678	30815178
chr17	30821418	30821918
chr17	30845904	30846404
chr17	31620346	31620846
chr17	32483508	32484008
chr17	32953154	32953654
chr17	32964376	32964876
chr17	33416630	33417130
chr17	33775795	33776295
chr17	34059050	34059550
chr17	34257147	34257647
chr17	34947554	34948054
chr17	34957334	34957834
chr17	34997844	34998344
chr17	35078632	35079132
chr17	35164824	35165324
chr17	35297889	35298389
chr17	35967481	35967981
chr17	36507158	36507658
chr17	36575000	36575500
chr17	36666989	36667489
chr17	36719409	36719909
chr17	36734660	36735160
chr17	36906872	36907372
chr17	37024238	37024738
chr17	37309999	37310499
chr17	37321483	37321983
chr17	37729212	37729712
chr17	37793766	37794266
chr17	38023882	38024382
chr17	38276761	38277261
chr17	38472959	38473459
chr17	38599271	38599771
chr17	38935800	38936300
chr17	39683409	39683909
chr17	39992522	39993022
chr17	40120106	40120606
chr17	40259522	40260022
chr17	40307410	40307910
chr17	40335598	40336098
chr17	40440689	40441189
chr17	40464294	40464794
chr17	40573741	40574241
chr17	40699165	40699665
chr17	40718588	40719088
chr17	40805675	40806175
chr17	40822936	40823436
chr17	40835976	40836476
chr17	40936330	40936830
chr17	41320973	41321473
chr17	41363728	41364228
chr17	41437705	41438205
chr17	41560541	41561041
chr17	41985149	41985649
chr17	42030674	42031174
chr17	42084528	42085028
chr17	42262946	42263446
chr17	42392824	42393324
chr17	42403002	42403502
chr17	42462136	42462636
chr17	42635830	42636330
chr17	42733487	42733987
chr17	43024159	43024659
chr17	43037167	43037667
chr17	43047370	43047870
chr17	43221928	43222428
chr17	43299726	43300226
chr17	43318430	43318930
chr17	43324190	43324690
chr17	43339125	43339625
chr17	43472528	43473028
chr17	43506329	43506829
chr17	43660642	43661142
chr17	44343683	44344183
chr17	44847140	44847640
chr17	44896801	44897301
chr17	45055318	45055818
chr17	45331929	45332429
chr17	45772608	45773108
chr17	45924599	45925099
chr17	46103798	46104298
chr17	46124547	46125047
chr17	46607863	46608363
chr17	46631788	46632288
chr17	46659554	46660054
chr17	46669435	46669935
chr17	46694745	46695245
chr17	46711813	46712313
chr17	46719361	46719861
chr17	46801235	46801735
chr17	46827286	46827786
chr17	46831610	46832110
chr17	46969196	46969696
chr17	47091038	47091538
chr17	47296970	47297470
chr17	47929267	47929767
chr17	47967874	47968374
chr17	48050283	48050783
chr17	48276878	48277378
chr17	48351423	48351923
chr17	48546071	48546571
chr17	48585886	48586386
chr17	48613879	48614379
chr17	48796251	48796751
chr17	48858636	48859136
chr17	49339103	49339603
chr17	50237676	50238176
chr17	53315119	53315619
chr17	54989833	54990333
chr17	55123296	55123796
chr17	55938589	55939089
chr17	56082751	56083251
chr17	56234822	56235322
chr17	56327186	56327686
chr17	56356208	56356708
chr17	56401729	56402229
chr17	56596611	56597111
chr17	57230856	57231356
chr17	57297306	57297806
chr17	58042347	58042847
chr17	58218343	58218843
chr17	59481061	59481561
chr17	59533480	59533980
chr17	60215776	60216276
chr17	60729646	60730146
chr17	61042826	61043326
chr17	61524001	61524501
chr17	61615261	61615761
chr17	61775891	61776391
chr17	62207972	62208472
chr17	62775909	62776409
chr17	64299548	64300048
